input,freq,chhan_id
sah,0,-1
cha,0,-1
chà,0,-1
châ,0,-1
chā,0,-1
chă,0,-1
chhà,0,-1
chhā,0,-1
chhă,0,-1
chha̍h,0,-1
ja,0,-1
já,0,-1
jà,0,-1
jâ,0,-1
jā,0,-1
jă,0,-1
jah,0,-1
ja̍h,0,-1
ka̍h,0,-1
khâ,0,-1
khā,0,-1
khă,0,-1
kha̍h,0,-1
ga,0,-1
gá,0,-1
gà,0,-1
gâ,0,-1
gā,0,-1
gă,0,-1
gah,0,-1
ga̍h,0,-1
ha,0,-1
há,0,-1
hà,0,-1
hă,0,-1
hah,0,-1
â,0,-1
ă,0,-1
pè,0,-1
pĕ,0,-1
phé,0,-1
phĕ,0,-1
pheh,0,-1
phe̍h,0,-1
be,0,-1
bè,0,-1
bĕ,0,-1
te,0,-1
te̍h,0,-1
thé,0,-1
thê,0,-1
thĕ,0,-1
theh,0,-1
lè,0,-1
lê,0,-1
lē,0,-1
lĕ,0,-1
le̍h,0,-1
se,0,-1
sê,0,-1
sē,0,-1
sĕ,0,-1
chê,0,-1
chĕ,0,-1
chhé,0,-1
chhê,0,-1
chhĕ,0,-1
chhe̍h,0,-1
je,0,-1
jé,0,-1
jè,0,-1
jē,0,-1
jĕ,0,-1
jeh,0,-1
je̍h,0,-1
kê,0,-1
kĕ,0,-1
khé,0,-1
khē,0,-1
khĕ,0,-1
ge,0,-1
gé,0,-1
gē,0,-1
gĕ,0,-1
geh,0,-1
hĕ,0,-1
he̍h,0,-1
ĕ,0,-1
pi,0,-1
pī,0,-1
pĭ,0,-1
pih,0,-1
pi̍h,0,-1
phi,0,-1
phì,0,-1
phî,0,-1
phī,0,-1
phĭ,0,-1
phih,0,-1
phi̍h,0,-1
bi,0,-1
bì,0,-1
bî,0,-1
bĭ,0,-1
bi̍h,0,-1
tí,0,-1
tî,0,-1
tĭ,0,-1
ti̍h,0,-1
thi,0,-1
thî,0,-1
thī,0,-1
thĭ,0,-1
li,0,-1
lì,0,-1
lĭ,0,-1
sĭ,0,-1
si̍h,0,-1
chì,0,-1
chî,0,-1
chĭ,0,-1
chhi,0,-1
chhí,0,-1
chhĭ,0,-1
ji,0,-1
jí,0,-1
jì,0,-1
jĭ,0,-1
jih,0,-1
kī,0,-1
kĭ,0,-1
kih,0,-1
ki̍h,0,-1
khî,0,-1
khĭ,0,-1
khi̍h,0,-1
gi,0,-1
gí,0,-1
gì,0,-1
gî,0,-1
gī,0,-1
gĭ,0,-1
gih,0,-1
hi,0,-1
hí,0,-1
hĭ,0,-1
hih,0,-1
hi̍h,0,-1
í,0,-1
ì,0,-1
ĭ,0,-1
ih,0,-1
i̍h,0,-1
pu,0,-1
pú,0,-1
pù,0,-1
pū,0,-1
pŭ,0,-1
puh,0,-1
pu̍h,0,-1
phu,0,-1
phù,0,-1
phû,0,-1
phŭ,0,-1
phuh,0,-1
phu̍h,0,-1
bu,0,-1
bù,0,-1
bû,0,-1
bŭ,0,-1
buh,0,-1
bu̍h,0,-1
tû,0,-1
tŭ,0,-1
thu,0,-1
thú,0,-1
thù,0,-1
thû,0,-1
thū,0,-1
thŭ,0,-1
thuh,0,-1
thu̍h,0,-1
lû,0,-1
lŭ,0,-1
luh,0,-1
lu̍h,0,-1
sù,0,-1
sŭ,0,-1
su̍h,0,-1
chù,0,-1
chû,0,-1
chŭ,0,-1
chuh,0,-1
chu̍h,0,-1
chhú,0,-1
chhû,0,-1
chhŭ,0,-1
chhuh,0,-1
chhu̍h,0,-1
ju,0,-1
jù,0,-1
jū,0,-1
jŭ,0,-1
juh,0,-1
ju̍h,0,-1
kû,0,-1
kŭ,0,-1
kuh,0,-1
ku̍h,0,-1
khú,0,-1
khù,0,-1
khū,0,-1
khŭ,0,-1
khuh,0,-1
khu̍h,0,-1
gu,0,-1
gú,0,-1
gù,0,-1
gŭ,0,-1
guh,0,-1
gu̍h,0,-1
hû,0,-1
hū,0,-1
hŭ,0,-1
huh,0,-1
hu̍h,0,-1
u,0,-1
ú,0,-1
ŭ,0,-1
uh,0,-1
u̍h,0,-1
po,0,-1
pó,0,-1
pô,0,-1
pō,0,-1
pŏ,0,-1
pho,0,-1
phó,0,-1
phò,0,-1
phô,0,-1
phŏ,0,-1
phoh,0,-1
pho̍h,0,-1
bo,0,-1
bò,0,-1
bō,0,-1
bŏ,0,-1
boh,0,-1
bo̍h,0,-1
tô,0,-1
tŏ,0,-1
tho,0,-1
thò,0,-1
thô,0,-1
thō,0,-1
thŏ,0,-1
thoh,0,-1
tho̍h,0,-1
ló,0,-1
lō,0,-1
lŏ,0,-1
so,0,-1
sò,0,-1
sō,0,-1
sŏ,0,-1
so̍h,0,-1
cho,0,-1
chó,0,-1
chō,0,-1
chŏ,0,-1
chho,0,-1
chhó,0,-1
chhô,0,-1
chhō,0,-1
chhŏ,0,-1
chho̍h,0,-1
jo,0,-1
jó,0,-1
jò,0,-1
jô,0,-1
jō,0,-1
jŏ,0,-1
joh,0,-1
jo̍h,0,-1
kó,0,-1
kô,0,-1
kŏ,0,-1
kho,0,-1
khô,0,-1
khō,0,-1
khŏ,0,-1
khoh,0,-1
kho̍h,0,-1
go,0,-1
gó,0,-1
gò,0,-1
gō,0,-1
gŏ,0,-1
goh,0,-1
go̍h,0,-1
ho,0,-1
hò,0,-1
hŏ,0,-1
hoh,0,-1
ho̍h,0,-1
o,0,-1
ó,0,-1
ò,0,-1
ô,0,-1
ō,0,-1
ŏ,0,-1
pô͘,0,-1
pŏ͘,0,-1
po͘h,0,-1
po̍͘h,0,-1
phó͘,0,-1
phò͘,0,-1
phō͘,0,-1
phŏ͘,0,-1
pho͘h,0,-1
pho̍͘h,0,-1
bò͘,0,-1
bô͘,0,-1
bō͘,0,-1
bŏ͘,0,-1
bo͘h,0,-1
bo̍͘h,0,-1
to͘,0,-1
tŏ͘,0,-1
to͘h,0,-1
to̍͘h,0,-1
tho͘,0,-1
thō͘,0,-1
thŏ͘,0,-1
tho͘h,0,-1
tho̍͘h,0,-1
lò͘,0,-1
lô͘,0,-1
lŏ͘,0,-1
lo̍͘h,0,-1
sò͘,0,-1
sô͘,0,-1
sō͘,0,-1
sŏ͘,0,-1
so͘h,0,-1
so̍͘h,0,-1
chó͘,0,-1
chò͘,0,-1
chô͘,0,-1
chō͘,0,-1
chŏ͘,0,-1
cho͘h,0,-1
cho̍͘h,0,-1
chhó͘,0,-1
chhô͘,0,-1
chhō͘,0,-1
chhŏ͘,0,-1
chho͘h,0,-1
chho̍͘h,0,-1
jo͘,0,-1
jó͘,0,-1
jò͘,0,-1
jô͘,0,-1
jō͘,0,-1
jŏ͘,0,-1
jo͘h,0,-1
jo̍͘h,0,-1
kó͘,0,-1
kô͘,0,-1
kŏ͘,0,-1
ko͘h,0,-1
ko̍͘h,0,-1
khô͘,0,-1
khō͘,0,-1
khŏ͘,0,-1
kho͘h,0,-1
kho̍͘h,0,-1
go͘,0,-1
gó͘,0,-1
gò͘,0,-1
gŏ͘,0,-1
go͘h,0,-1
go̍͘h,0,-1
hó͘,0,-1
hŏ͘,0,-1
ho͘h,0,-1
ho̍͘h,0,-1
o̍͘h,0,-1
pia,0,-1
piá,0,-1
pià,0,-1
piâ,0,-1
piā,0,-1
piă,0,-1
piah,0,-1
pia̍h,0,-1
phia,0,-1
phiá,0,-1
phià,0,-1
phiâ,0,-1
phiā,0,-1
phiă,0,-1
phiah,0,-1
phia̍h,0,-1
bia,0,-1
biá,0,-1
bià,0,-1
biâ,0,-1
biā,0,-1
biă,0,-1
biah,0,-1
bia̍h,0,-1
tia,0,-1
tiá,0,-1
tià,0,-1
tiâ,0,-1
tiā,0,-1
tiă,0,-1
tiah,0,-1
thia,0,-1
thiá,0,-1
thià,0,-1
thiâ,0,-1
thiā,0,-1
thiă,0,-1
thia̍h,0,-1
lia,0,-1
liá,0,-1
lià,0,-1
liâ,0,-1
liā,0,-1
liă,0,-1
liah,0,-1
sià,0,-1
siâ,0,-1
siă,0,-1
sia̍h,0,-1
chiá,0,-1
chià,0,-1
chiă,0,-1
chhiá,0,-1
chhià,0,-1
chhiâ,0,-1
chhiā,0,-1
chhiă,0,-1
chhia̍h,0,-1
jià,0,-1
jiâ,0,-1
jiā,0,-1
jiă,0,-1
jia̍h,0,-1
kia,0,-1
kiá,0,-1
kiâ,0,-1
kiă,0,-1
kiah,0,-1
kia̍h,0,-1
khiá,0,-1
khià,0,-1
khiă,0,-1
khia̍h,0,-1
gia,0,-1
giá,0,-1
già,0,-1
giā,0,-1
giă,0,-1
hiá,0,-1
hià,0,-1
hiâ,0,-1
hiă,0,-1
ia,0,-1
iă,0,-1
piu,0,-1
piú,0,-1
più,0,-1
piû,0,-1
piū,0,-1
piŭ,0,-1
piuh,0,-1
piu̍h,0,-1
phiu,0,-1
phiú,0,-1
phiù,0,-1
phiû,0,-1
phiū,0,-1
phiŭ,0,-1
phiuh,0,-1
phiu̍h,0,-1
biu,0,-1
biú,0,-1
biù,0,-1
biû,0,-1
biū,0,-1
biŭ,0,-1
biuh,0,-1
biu̍h,0,-1
tiu,0,-1
tiú,0,-1
tiù,0,-1
tiû,0,-1
tiū,0,-1
tiŭ,0,-1
tiuh,0,-1
tiu̍h,0,-1
thiú,0,-1
thiù,0,-1
thiû,0,-1
thiū,0,-1
thiŭ,0,-1
thiuh,0,-1
thiu̍h,0,-1
liu,0,-1
liû,0,-1
liŭ,0,-1
liuh,0,-1
liu̍h,0,-1
siú,0,-1
siû,0,-1
siŭ,0,-1
siuh,0,-1
siu̍h,0,-1
chiù,0,-1
chiû,0,-1
chiŭ,0,-1
chiuh,0,-1
chiu̍h,0,-1
chhiu,0,-1
chhiù,0,-1
chhiŭ,0,-1
chhiuh,0,-1
chhiu̍h,0,-1
jiu,0,-1
jiú,0,-1
jiù,0,-1
jiū,0,-1
jiŭ,0,-1
jiuh,0,-1
jiu̍h,0,-1
kiú,0,-1
kiū,0,-1
kiŭ,0,-1
kiu̍h,0,-1
khiu,0,-1
khiù,0,-1
khiŭ,0,-1
khiuh,0,-1
khiu̍h,0,-1
giu,0,-1
giù,0,-1
giû,0,-1
giū,0,-1
giŭ,0,-1
giuh,0,-1
giu̍h,0,-1
hiu,0,-1
hiú,0,-1
hiû,0,-1
hiū,0,-1
hiŭ,0,-1
hiuh,0,-1
hiu̍h,0,-1
iu,0,-1
iŭ,0,-1
iuh,0,-1
iu̍h,0,-1
piò,0,-1
piô,0,-1
piō,0,-1
piŏ,0,-1
pioh,0,-1
pio̍h,0,-1
phio,0,-1
phió,0,-1
phiō,0,-1
phiŏ,0,-1
phioh,0,-1
phio̍h,0,-1
bio,0,-1
biò,0,-1
biô,0,-1
biō,0,-1
biŏ,0,-1
bioh,0,-1
bio̍h,0,-1
tio,0,-1
tió,0,-1
tiò,0,-1
tiŏ,0,-1
tioh,0,-1
thio,0,-1
thió,0,-1
thiô,0,-1
thiō,0,-1
thiŏ,0,-1
thioh,0,-1
thio̍h,0,-1
lio,0,-1
lió,0,-1
liò,0,-1
liō,0,-1
liŏ,0,-1
lioh,0,-1
lio̍h,0,-1
siò,0,-1
siô,0,-1
siŏ,0,-1
sio̍h,0,-1
chiò,0,-1
chiô,0,-1
chiō,0,-1
chiŏ,0,-1
chhió,0,-1
chhiô,0,-1
chhiŏ,0,-1
chhio̍h,0,-1
jio,0,-1
jió,0,-1
jiò,0,-1
jiô,0,-1
jiō,0,-1
jiŏ,0,-1
jioh,0,-1
jio̍h,0,-1
kio,0,-1
kió,0,-1
kiŏ,0,-1
kioh,0,-1
kio̍h,0,-1
khio,0,-1
khió,0,-1
khiò,0,-1
khiô,0,-1
khiō,0,-1
khiŏ,0,-1
khio̍h,0,-1
gio,0,-1
gió,0,-1
giò,0,-1
giô,0,-1
giō,0,-1
giŏ,0,-1
gioh,0,-1
gio̍h,0,-1
hio,0,-1
hió,0,-1
hiô,0,-1
hiŏ,0,-1
iò,0,-1
iō,0,-1
iŏ,0,-1
io̍h,0,-1
poa,0,-1
póa,0,-1
pòa,0,-1
pôa,0,-1
pōa,0,-1
pŏa,0,-1
phoa,0,-1
phóa,0,-1
phôa,0,-1
phōa,0,-1
phŏa,0,-1
phoah,0,-1
phoa̍h,0,-1
boa,0,-1
bóa,0,-1
bòa,0,-1
bôa,0,-1
bōa,0,-1
bŏa,0,-1
boa̍h,0,-1
toa,0,-1
tóa,0,-1
tôa,0,-1
tŏa,0,-1
toah,0,-1
toa̍h,0,-1
thóa,0,-1
thòa,0,-1
thôa,0,-1
thŏa,0,-1
thoah,0,-1
thoa̍h,0,-1
loa,0,-1
lóa,0,-1
lòa,0,-1
lôa,0,-1
loah,0,-1
sôa,0,-1
sōa,0,-1
sŏa,0,-1
soa̍h,0,-1
choa,0,-1
chòa,0,-1
chŏa,0,-1
choah,0,-1
choa̍h,0,-1
chhoa,0,-1
chhóa,0,-1
chhôa,0,-1
chhŏa,0,-1
joa,0,-1
jóa,0,-1
jòa,0,-1
jôa,0,-1
joah,0,-1
kôa,0,-1
kōa,0,-1
kŏa,0,-1
koa̍h,0,-1
khoa,0,-1
khóa,0,-1
khòa,0,-1
khôa,0,-1
khōa,0,-1
khŏa,0,-1
khoa̍h,0,-1
goa,0,-1
gòa,0,-1
gôa,0,-1
goah,0,-1
goa̍h,0,-1
hóa,0,-1
hôa,0,-1
hōa,0,-1
hŏa,0,-1
hoa̍h,0,-1
oa,0,-1
ôa,0,-1
ōa,0,-1
ŏa,0,-1
pòe,0,-1
pŏe,0,-1
poe̍h,0,-1
phóe,0,-1
phŏe,0,-1
phoeh,0,-1
phoe̍h,0,-1
boe,0,-1
bòe,0,-1
bôe,0,-1
bŏe,0,-1
toe,0,-1
tôe,0,-1
tŏe,0,-1
toeh,0,-1
toe̍h,0,-1
thoe,0,-1
thóe,0,-1
thôe,0,-1
thōe,0,-1
thŏe,0,-1
thoeh,0,-1
thoe̍h,0,-1
loe,0,-1
lòe,0,-1
lôe,0,-1
lōe,0,-1
lŏe,0,-1
loeh,0,-1
loe̍h,0,-1
sôe,0,-1
sōe,0,-1
sŏe,0,-1
soeh,0,-1
soe̍h,0,-1
choe,0,-1
chóe,0,-1
chôe,0,-1
chŏe,0,-1
chhóe,0,-1
chhòe,0,-1
chhôe,0,-1
chhŏe,0,-1
chhoe̍h,0,-1
joe,0,-1
jóe,0,-1
jòe,0,-1
jōe,0,-1
jŏe,0,-1
joeh,0,-1
joe̍h,0,-1
kôe,0,-1
kŏe,0,-1
khóe,0,-1
khōe,0,-1
khŏe,0,-1
khoe̍h,0,-1
goe,0,-1
góe,0,-1
gòe,0,-1
gôe,0,-1
gōe,0,-1
gŏe,0,-1
hŏe,0,-1
hoe̍h,0,-1
pui,0,-1
púi,0,-1
pùi,0,-1
pŭi,0,-1
puih,0,-1
pu̍ih,0,-1
phui,0,-1
phúi,0,-1
phûi,0,-1
phūi,0,-1
phŭi,0,-1
phuih,0,-1
phu̍ih,0,-1
bui,0,-1
búi,0,-1
bùi,0,-1
bûi,0,-1
būi,0,-1
bŭi,0,-1
buih,0,-1
bu̍ih,0,-1
tui,0,-1
túi,0,-1
tūi,0,-1
tŭi,0,-1
tuih,0,-1
tu̍ih,0,-1
thúi,0,-1
thūi,0,-1
thŭi,0,-1
thuih,0,-1
thu̍ih,0,-1
lŭi,0,-1
luih,0,-1
lu̍ih,0,-1
sùi,0,-1
sŭi,0,-1
suih,0,-1
su̍ih,0,-1
chui,0,-1
chûi,0,-1
chūi,0,-1
chŭi,0,-1
chuih,0,-1
chu̍ih,0,-1
chhúi,0,-1
chhûi,0,-1
chhūi,0,-1
chhŭi,0,-1
chhuih,0,-1
chhu̍ih,0,-1
jui,0,-1
júi,0,-1
jùi,0,-1
jûi,0,-1
jūi,0,-1
jŭi,0,-1
juih,0,-1
ju̍ih,0,-1
kûi,0,-1
kŭi,0,-1
kuih,0,-1
ku̍ih,0,-1
khúi,0,-1
khûi,0,-1
khūi,0,-1
khŭi,0,-1
khuih,0,-1
khu̍ih,0,-1
gui,0,-1
gúi,0,-1
gùi,0,-1
gûi,0,-1
gūi,0,-1
gŭi,0,-1
guih,0,-1
gu̍ih,0,-1
húi,0,-1
hùi,0,-1
hūi,0,-1
hŭi,0,-1
hu̍ih,0,-1
úi,0,-1
ŭi,0,-1
pai,0,-1
păi,0,-1
paih,0,-1
pa̍ih,0,-1
phai,0,-1
phài,0,-1
phâi,0,-1
phāi,0,-1
phăi,0,-1
phaih,0,-1
pha̍ih,0,-1
bai,0,-1
bài,0,-1
bâi,0,-1
băi,0,-1
baih,0,-1
ba̍ih,0,-1
tái,0,-1
tài,0,-1
tăi,0,-1
taih,0,-1
ta̍ih,0,-1
thai,0,-1
thāi,0,-1
thăi,0,-1
thaih,0,-1
tha̍ih,0,-1
lai,0,-1
lái,0,-1
lài,0,-1
laih,0,-1
la̍ih,0,-1
sài,0,-1
sâi,0,-1
sāi,0,-1
săi,0,-1
saih,0,-1
sa̍ih,0,-1
chái,0,-1
châi,0,-1
chăi,0,-1
chaih,0,-1
cha̍ih,0,-1
chhai,0,-1
chhái,0,-1
chhâi,0,-1
chhăi,0,-1
chhaih,0,-1
chha̍ih,0,-1
jai,0,-1
jái,0,-1
jài,0,-1
jâi,0,-1
jāi,0,-1
jăi,0,-1
jaih,0,-1
ja̍ih,0,-1
kāi,0,-1
kăi,0,-1
kaih,0,-1
ka̍ih,0,-1
khái,0,-1
khài,0,-1
khâi,0,-1
khāi,0,-1
khăi,0,-1
khaih,0,-1
kha̍ih,0,-1
gai,0,-1
gái,0,-1
gài,0,-1
gâi,0,-1
gāi,0,-1
găi,0,-1
gaih,0,-1
ga̍ih,0,-1
hài,0,-1
hâi,0,-1
hăi,0,-1
haih,0,-1
ha̍ih,0,-1
ái,0,-1
âi,0,-1
āi,0,-1
ăi,0,-1
aih,0,-1
a̍ih,0,-1
páu,0,-1
pàu,0,-1
pâu,0,-1
pāu,0,-1
pău,0,-1
pauh,0,-1
pa̍uh,0,-1
phau,0,-1
pháu,0,-1
phâu,0,-1
phāu,0,-1
phău,0,-1
phauh,0,-1
pha̍uh,0,-1
bau,0,-1
bàu,0,-1
bâu,0,-1
bāu,0,-1
bău,0,-1
bauh,0,-1
tău,0,-1
tauh,0,-1
ta̍uh,0,-1
thău,0,-1
thauh,0,-1
tha̍uh,0,-1
láu,0,-1
lău,0,-1
lauh,0,-1
la̍uh,0,-1
sau,0,-1
sáu,0,-1
sâu,0,-1
sāu,0,-1
său,0,-1
sauh,0,-1
sa̍uh,0,-1
chàu,0,-1
chău,0,-1
chauh,0,-1
cha̍uh,0,-1
chhāu,0,-1
chhău,0,-1
chhauh,0,-1
chha̍uh,0,-1
jau,0,-1
jáu,0,-1
jàu,0,-1
jâu,0,-1
jāu,0,-1
jău,0,-1
jauh,0,-1
ja̍uh,0,-1
kău,0,-1
ka̍uh,0,-1
khâu,0,-1
khāu,0,-1
khău,0,-1
khauh,0,-1
kha̍uh,0,-1
gau,0,-1
gáu,0,-1
gàu,0,-1
gāu,0,-1
gău,0,-1
gauh,0,-1
ga̍uh,0,-1
hau,0,-1
hàu,0,-1
hâu,0,-1
hāu,0,-1
hău,0,-1
hauh,0,-1
ha̍uh,0,-1
âu,0,-1
ău,0,-1
auh,0,-1
a̍uh,0,-1
poai,0,-1
poái,0,-1
poài,0,-1
poâi,0,-1
poāi,0,-1
poăi,0,-1
poaih,0,-1
poa̍ih,0,-1
phoai,0,-1
phoái,0,-1
phoài,0,-1
phoâi,0,-1
phoāi,0,-1
phoăi,0,-1
phoaih,0,-1
phoa̍ih,0,-1
boai,0,-1
boái,0,-1
boâi,0,-1
boāi,0,-1
boa̍ih,0,-1
toai,0,-1
toái,0,-1
toài,0,-1
toâi,0,-1
toāi,0,-1
toăi,0,-1
toaih,0,-1
toa̍ih,0,-1
thoai,0,-1
thoái,0,-1
thoài,0,-1
thoâi,0,-1
thoāi,0,-1
thoăi,0,-1
thoaih,0,-1
thoa̍ih,0,-1
loai,0,-1
loái,0,-1
loài,0,-1
loâi,0,-1
loāi,0,-1
loăi,0,-1
loaih,0,-1
loa̍ih,0,-1
soai,0,-1
soái,0,-1
soài,0,-1
soâi,0,-1
soāi,0,-1
soăi,0,-1
soaih,0,-1
soa̍ih,0,-1
choai,0,-1
choái,0,-1
choài,0,-1
choâi,0,-1
choāi,0,-1
choăi,0,-1
choaih,0,-1
choa̍ih,0,-1
chhoai,0,-1
chhoái,0,-1
chhoài,0,-1
chhoâi,0,-1
chhoāi,0,-1
chhoăi,0,-1
chhoaih,0,-1
chhoa̍ih,0,-1
joai,0,-1
joái,0,-1
joài,0,-1
joâi,0,-1
joāi,0,-1
joăi,0,-1
joaih,0,-1
joa̍ih,0,-1
koâi,0,-1
koāi,0,-1
koăi,0,-1
koaih,0,-1
koa̍ih,0,-1
khoai,0,-1
khoái,0,-1
khoâi,0,-1
khoāi,0,-1
khoăi,0,-1
khoaih,0,-1
khoa̍ih,0,-1
goai,0,-1
goái,0,-1
goài,0,-1
goâi,0,-1
goāi,0,-1
goăi,0,-1
goaih,0,-1
goa̍ih,0,-1
hoai,0,-1
hoái,0,-1
hoài,0,-1
hoâi,0,-1
hoāi,0,-1
hoăi,0,-1
hoaih,0,-1
hoa̍ih,0,-1
oái,0,-1
oài,0,-1
oâi,0,-1
oāi,0,-1
oăi,0,-1
oaih,0,-1
oa̍ih,0,-1
piau,0,-1
piàu,0,-1
piâu,0,-1
piāu,0,-1
piău,0,-1
piauh,0,-1
pia̍uh,0,-1
phiau,0,-1
phiáu,0,-1
phiàu,0,-1
phiâu,0,-1
phiāu,0,-1
phiău,0,-1
phiauh,0,-1
phia̍uh,0,-1
biau,0,-1
biáu,0,-1
biàu,0,-1
biâu,0,-1
biāu,0,-1
biău,0,-1
biauh,0,-1
bia̍uh,0,-1
tiau,0,-1
tiáu,0,-1
tiău,0,-1
tiauh,0,-1
tia̍uh,0,-1
thiau,0,-1
thiáu,0,-1
thiâu,0,-1
thiău,0,-1
thiauh,0,-1
thia̍uh,0,-1
liau,0,-1
liàu,0,-1
liău,0,-1
liauh,0,-1
lia̍uh,0,-1
siău,0,-1
siauh,0,-1
sia̍uh,0,-1
chiau,0,-1
chiāu,0,-1
chiău,0,-1
chiauh,0,-1
chia̍uh,0,-1
chhiáu,0,-1
chhiàu,0,-1
chhiāu,0,-1
chhiău,0,-1
chhiauh,0,-1
chhia̍uh,0,-1
jiau,0,-1
jiâu,0,-1
jiāu,0,-1
jiău,0,-1
jiauh,0,-1
jia̍uh,0,-1
kiàu,0,-1
kiâu,0,-1
kiău,0,-1
kiauh,0,-1
kia̍uh,0,-1
khiâu,0,-1
khiāu,0,-1
khiău,0,-1
khiauh,0,-1
khia̍uh,0,-1
giau,0,-1
giàu,0,-1
giâu,0,-1
giāu,0,-1
giău,0,-1
gia̍uh,0,-1
hiau,0,-1
hiáu,0,-1
hiàu,0,-1
hiāu,0,-1
hiău,0,-1
hiauh,0,-1
hia̍uh,0,-1
iàu,0,-1
iâu,0,-1
iāu,0,-1
iău,0,-1
iauh,0,-1
ia̍uh,0,-1
paⁿ,0,-1
páⁿ,0,-1
pàⁿ,0,-1
pâⁿ,0,-1
pāⁿ,0,-1
păⁿ,0,-1
pahⁿ,0,-1
pa̍hⁿ,0,-1
phaⁿ,0,-1
pháⁿ,0,-1
phâⁿ,0,-1
phăⁿ,0,-1
phahⁿ,0,-1
pha̍hⁿ,0,-1
mà,0,-1
mâ,0,-1
mă,0,-1
ma̍h,0,-1
táⁿ,0,-1
tâⁿ,0,-1
tăⁿ,0,-1
tahⁿ,0,-1
ta̍hⁿ,0,-1
thaⁿ,0,-1
tháⁿ,0,-1
thàⁿ,0,-1
thâⁿ,0,-1
thāⁿ,0,-1
thăⁿ,0,-1
thahⁿ,0,-1
tha̍hⁿ,0,-1
na,0,-1
nă,0,-1
na̍h,0,-1
sâⁿ,0,-1
sāⁿ,0,-1
săⁿ,0,-1
sa̍hⁿ,0,-1
chaⁿ,0,-1
cháⁿ,0,-1
chàⁿ,0,-1
châⁿ,0,-1
chāⁿ,0,-1
chăⁿ,0,-1
chahⁿ,0,-1
cha̍hⁿ,0,-1
chhaⁿ,0,-1
chháⁿ,0,-1
chhàⁿ,0,-1
chhâⁿ,0,-1
chhāⁿ,0,-1
chhăⁿ,0,-1
chhahⁿ,0,-1
chha̍hⁿ,0,-1
jaⁿ,0,-1
jáⁿ,0,-1
jàⁿ,0,-1
jâⁿ,0,-1
jāⁿ,0,-1
jăⁿ,0,-1
jahⁿ,0,-1
ja̍hⁿ,0,-1
kàⁿ,0,-1
kāⁿ,0,-1
kăⁿ,0,-1
kahⁿ,0,-1
ka̍hⁿ,0,-1
khaⁿ,0,-1
kháⁿ,0,-1
khàⁿ,0,-1
khâⁿ,0,-1
khāⁿ,0,-1
khăⁿ,0,-1
khahⁿ,0,-1
kha̍hⁿ,0,-1
nga,0,-1
ngá,0,-1
ngà,0,-1
ngâ,0,-1
ngā,0,-1
ngă,0,-1
ngah,0,-1
nga̍h,0,-1
haⁿ,0,-1
hàⁿ,0,-1
hâⁿ,0,-1
hăⁿ,0,-1
hahⁿ,0,-1
aⁿ,0,-1
áⁿ,0,-1
âⁿ,0,-1
ăⁿ,0,-1
ahⁿ,0,-1
a̍hⁿ,0,-1
po͘ⁿ,0,-1
pó͘ⁿ,0,-1
pò͘ⁿ,0,-1
pô͘ⁿ,0,-1
pō͘ⁿ,0,-1
pŏ͘ⁿ,0,-1
po͘hⁿ,0,-1
po̍͘hⁿ,0,-1
pho͘ⁿ,0,-1
phó͘ⁿ,0,-1
phò͘ⁿ,0,-1
phô͘ⁿ,0,-1
phō͘ⁿ,0,-1
phŏ͘ⁿ,0,-1
pho͘hⁿ,0,-1
pho̍͘hⁿ,0,-1
mó͘,0,-1
mò͘,0,-1
mô͘,0,-1
mō͘,0,-1
mŏ͘,0,-1
to͘ⁿ,0,-1
tó͘ⁿ,0,-1
tò͘ⁿ,0,-1
tô͘ⁿ,0,-1
tō͘ⁿ,0,-1
tŏ͘ⁿ,0,-1
to͘hⁿ,0,-1
to̍͘hⁿ,0,-1
tho͘ⁿ,0,-1
thó͘ⁿ,0,-1
thò͘ⁿ,0,-1
thô͘ⁿ,0,-1
thō͘ⁿ,0,-1
thŏ͘ⁿ,0,-1
tho͘hⁿ,0,-1
tho̍͘hⁿ,0,-1
nó͘,0,-1
nô͘,0,-1
nō͘,0,-1
nŏ͘,0,-1
no̍͘h,0,-1
so͘ⁿ,0,-1
só͘ⁿ,0,-1
sò͘ⁿ,0,-1
sô͘ⁿ,0,-1
sō͘ⁿ,0,-1
sŏ͘ⁿ,0,-1
so͘hⁿ,0,-1
so̍͘hⁿ,0,-1
cho͘ⁿ,0,-1
chó͘ⁿ,0,-1
chò͘ⁿ,0,-1
chô͘ⁿ,0,-1
chō͘ⁿ,0,-1
chŏ͘ⁿ,0,-1
cho͘hⁿ,0,-1
cho̍͘hⁿ,0,-1
chho͘ⁿ,0,-1
chhó͘ⁿ,0,-1
chhò͘ⁿ,0,-1
chhô͘ⁿ,0,-1
chhō͘ⁿ,0,-1
chhŏ͘ⁿ,0,-1
chho͘hⁿ,0,-1
chho̍͘hⁿ,0,-1
jo͘ⁿ,0,-1
jó͘ⁿ,0,-1
jò͘ⁿ,0,-1
jô͘ⁿ,0,-1
jō͘ⁿ,0,-1
jŏ͘ⁿ,0,-1
jo͘hⁿ,0,-1
jo̍͘hⁿ,0,-1
ko͘ⁿ,0,-1
kó͘ⁿ,0,-1
kò͘ⁿ,0,-1
kô͘ⁿ,0,-1
kō͘ⁿ,0,-1
kŏ͘ⁿ,0,-1
ko͘hⁿ,0,-1
ko̍͘hⁿ,0,-1
kho͘ⁿ,0,-1
khó͘ⁿ,0,-1
